day_of_month,weekday,month,year,hour_of_day,minute_of_hour,author,body
16,Wednesday,December,2020,22,50,Therese,"The second half is all you really do, except for your voice"
10,Tuesday,March,2020,22,31,Therese,"Maybe it's because I'm going to be too tired to do it but, because I like the way it sounds…

""You guys, if you guys wanna take me to lunch, my boyfriend's not like that you can talk to me"
18,Wednesday,November,2020,19,15,Bette Porter,""" I smile and try not to push"
9,Monday,August,2021,9,21,Arizona,"It'd never work this way at all…

""I'm not a guy like that, I'm a guy who needs to talk to my boyfriend"
3,Monday,February,2020,21,1,Arizona,"""

And just because it sounds weird to you, I mean, it really means nothing anyway"
13,Thursday,May,2021,10,57,Therese,"The rest of your face is gone, as I sit there, waiting for an actual opportunity to take you off my mind for a while"
23,Thursday,July,2020,16,6,Therese,"I'll wait, but we've got to stay back to stay sane"
1,Saturday,February,2020,10,55,Waverly,"…So if you have any other comments, please let me know, because I'll tell you something that will help you sleep better at night and you're not wasting time worrying about my next mistake"
10,Thursday,October,2019,16,13,Carol,"* * * *

There's so much to know about the first episode when we met on an ocean boat just across the sea"
23,Monday,November,2020,21,58,Therese,The stories are pretty interesting and interesting stories but it's a mystery because we're all pretty familiar with it
23,Wednesday,January,2019,14,50,Bette Porter,Our characters get so much more in depth but that's not really my gripe with
12,Tuesday,November,2019,16,30,Bette Porter,I’m meeting some people at the Oak Room at 9 if you want to have dinner – if you change your mind
3,Tuesday,March,2020,10,25,Arizona,I think you’d like them
20,Monday,December,2021,21,14,Bette Porter,This is the only place that we should have a lunch
18,Tuesday,June,2019,14,49,Therese,"Okay, I am going out of town so I was supposed to stay in a car, I’m staying here"
13,Tuesday,April,2021,11,53,Carol,I can't talk to them
6,Tuesday,July,2021,17,11,Carol,I’m going to stay here and wait
27,Wednesday,January,2021,0,47,Bette Porter,I can't leave until he is finished and I am not moving forward so I can't get to his house
6,Wednesday,October,2021,15,14,Bette Porter,<Media omitted>
10,Saturday,August,2019,0,10,Therese,He has been on my case of not moving forward
11,Tuesday,August,2020,19,41,Arizona,"Why did he move forward or leave, if you take away his life, when did he come out here and he came out here and he was already here before? If everyone knows me, there is no place for me in his system"
5,Wednesday,February,2020,12,41,Carol,<Media omitted>
26,Friday,March,2021,0,0,Therese,"We are doing what we do because he’m here because he is good to me, because he is a good man"
26,Wednesday,June,2019,17,20,Carol,"I mean this guy I have seen in my life, that is my best friend"
13,Wednesday,February,2019,21,29,Bette Porter,"He must have got some training, he must have got some experience so it is just not something that I can trust into this life"
16,Wednesday,September,2020,10,48,Bette Porter,It´s okay if I go into this business and
14,Saturday,November,2020,17,44,Carol,"Would you like to come visit me this Sunday? I am in the city every month!

Thank you"
21,Sunday,April,2019,15,1,Bette Porter,"Mamma, what would you like to do next? I believe we have some work for you to do soon"
2,Saturday,October,2021,15,56,Bette Porter,<Media omitted>
24,Wednesday,July,2019,3,0,Therese,Thank you
15,Sunday,November,2020,23,41,Waverly,Mamma
17,Tuesday,December,2019,2,10,Bette Porter,Thank you
23,Thursday,September,2021,15,5,Arizona,"Mamma, what are you doing out in the woods? You have a lot of time left over"
29,Tuesday,October,2019,19,5,Bette Porter,Thank you
11,Thursday,November,2021,21,25,Bette Porter,<Media omitted>
15,Friday,March,2019,6,55,Waverly,<Media omitted>
21,Wednesday,October,2020,12,23,Bette Porter,"Mamma, have you been coming back to the forest lately, or do you have to go somewhere? I would love to see you again with your brother, as long as he still cares about you"
20,Friday,August,2021,17,58,Arizona,Thank you very much
12,Thursday,August,2021,2,2,Therese,Mamma
8,Saturday,August,2020,14,35,Carol,Thank you terribly
9,Thursday,April,2020,6,44,Bette Porter,"Mamma, in some ways, what do you want to hear from your girl?

Thank you very much"
16,Saturday,May,2020,23,57,Bette Porter,Mamma
26,Monday,October,2020,13,22,Arizona,Thank you
9,Friday,July,2021,12,21,Therese,I have another question
19,Wednesday,August,2020,11,30,Waverly,Anytime you want to share a new song that you just made
11,Sunday,August,2019,22,53,Waverly,<Media omitted>
20,Monday,January,2020,15,23,Carol,Thank you
29,Sunday,March,2020,12,21,Waverly,<Media omitted>
26,Friday,April,2019,3,19,Carol,"Mamma, where has your"
29,Sunday,March,2020,10,15,Carol,Invite me ’round
13,Monday,July,2020,22,47,Carol,* You can then speak to another character
13,Saturday,March,2021,2,17,Bette Porter,You may say 'This isn't good'
18,Thursday,February,2021,10,53,Carol,"Otherwise, if a character tells you to say nothing because of an unknown event, it will get told that that party member has been told to tell the story"
22,Tuesday,January,2019,20,30,Bette Porter,"No one knows how you can have an unknown party member tell the story, because there are no rules that can define what you can say"
10,Tuesday,August,2021,3,13,Waverly,You may continue to speak to them after they are told some more
22,Wednesday,December,2021,2,21,Arizona,You will either tell them or be told that they don't really know what to say
20,Sunday,December,2020,19,5,Bette Porter,"They will either say and answer, or they will answer and leave"
14,Tuesday,December,2021,21,24,Therese,"You may call out any character and tell a story, but a person should tell a story in one word, with no one else in it saying anything else"
11,Sunday,August,2019,16,39,Therese,An exception is if your character tells you to say 'You won't run away from this
27,Wednesday,January,2021,21,42,Carol,"' Otherwise, do something which no one else has said before"
29,Friday,November,2019,9,24,Bette Porter,"If they do know you, they can continue with a story and tell nothing further about it if you're still trying to talk"
14,Wednesday,August,2019,3,25,Waverly,"Now, let's try to use your character as a vehicle to let the characters know how to be better"
14,Friday,June,2019,1,56,Bette Porter,"First of all, ask them if they know how to play a number of rounds a time"
29,Friday,October,2021,19,1,Carol,"If they don't, speak with them"
25,Friday,October,2019,6,46,Bette Porter,"This will only encourage a conversation, so ask them to have more of a conversation than you want them to have"
4,Tuesday,June,2019,0,38,Arizona,This is important
5,Thursday,November,2020,18,21,Arizona,I’m meeting some people at the Oak Room at 9 if you want to have dinner – if you change your mind
1,Monday,February,2021,19,48,Bette Porter,I think you’d like them
3,Thursday,October,2019,1,26,Carol,"And if you don't, it happens"
2,Thursday,April,2020,10,53,Waverly,I don't know what kind of person you are’­ and I think you'd be better off meeting someone else for dinner
30,Monday,December,2019,8,26,Arizona,<Media omitted>
8,Sunday,August,2021,17,14,Arizona,"The first of this series is in print, the sixth in its many editions, and there are over 80,000 pages of new articles on the series now in print each month"
10,Monday,June,2019,11,31,Therese,"To that end, we are inviting readers to read excerpts from the final issue of

Elder Thomas P"
24,Sunday,November,2019,5,9,Waverly,<Media omitted>
12,Sunday,April,2020,14,15,Carol,"5 MB] ""I Have a Brother in Heaven"
25,Wednesday,August,2021,20,25,Therese,"""

We were the first bloggers to receive an exclusive

[PDF 7"
10,Monday,May,2021,13,23,Bette Porter,"5 MB] eBook, ""The Elder's Tale for the 21st Century,"" as well as an exclusive

[PDF 15"
16,Saturday,February,2019,2,3,Arizona,"5 MB] ""The Perfect Way"" by a very talented editor named

Goddard John L"
12,Friday,June,2020,0,18,Arizona,L
16,Monday,August,2021,6,16,Carol,Mormonism is
24,Friday,September,2021,3,22,Carol,I’m going away for awhile
26,Friday,April,2019,4,48,Arizona,<Media omitted>
20,Saturday,November,2021,0,24,Arizona,West
24,Tuesday,September,2019,6,5,Arizona,Soon
24,Sunday,May,2020,8,6,Arizona,<Media omitted>
29,Friday,October,2021,12,29,Therese,<Media omitted>
30,Monday,August,2021,6,40,Carol,"I saw her, I watched her, had just one heart"
30,Monday,September,2019,5,18,Therese,I had only met her once before
30,Friday,July,2021,19,13,Waverly,If it weren't for her I probably wouldn't be here
13,Saturday,November,2021,8,54,Arizona,"I don't know what she'd be like if I could have given her a hug and told her to be nice and talk a little, though, and I can't tell her that now"
30,Wednesday,October,2019,22,34,Therese,I can't
25,Friday,January,2019,20,44,Carol,It could be better if she didn't speak
8,Saturday,June,2019,17,56,Bette Porter,I know better than to stop
20,Wednesday,October,2021,23,11,Waverly,I can't
2,Friday,October,2020,8,12,Therese,I'm not that kind of girl
12,Friday,April,2019,23,22,Carol,I see you're here somewhere I could be
22,Tuesday,September,2020,6,31,Carol,The future
4,Saturday,April,2020,0,43,Carol,Not the present
12,Sunday,April,2020,23,34,Carol,The past now
13,Friday,September,2019,19,24,Waverly,I know you want to go back home and give what you've had
27,Thursday,February,2020,12,42,Bette Porter,Go away
21,Saturday,March,2020,2,40,Therese,I don't regret that now
8,Sunday,November,2020,5,16,Bette Porter,<Media omitted>
20,Monday,December,2021,14,46,Carol,<Media omitted>
9,Monday,August,2021,7,23,Therese,There it is again
1,Tuesday,January,2019,18,26,Arizona,<Media omitted>
24,Friday,December,2021,14,16,Carol,<Media omitted>
2,Saturday,January,2021,13,37,Waverly,That smile that can send your face back into tears
13,Wednesday,October,2021,3,57,Bette Porter,<Media omitted>
31,Wednesday,July,2019,20,51,Carol,"But this, too; and the picture above it"
2,Thursday,January,2020,8,24,Carol,"That face, so perfect"
28,Thursday,January,2021,3,54,Waverly,<Media omitted>
30,Tuesday,July,2019,18,38,Waverly,<Media omitted>
28,Saturday,August,2021,3,29,Bette Porter,Scott
30,Wednesday,June,2021,6,49,Waverly,"""

Manchie's name is spelled with three separate letters, as do their homes"
25,Sunday,October,2020,18,11,Bette Porter,"As with most North Charleston businesses, the owners in question have moved on to other areas, and many moved in about three months ago, starting with a lease contract that was signed in April"
18,Sunday,October,2020,2,42,Therese,"This week, the couple moved in two other, smaller businesses, where the couple is continuing to sell and renovate each one as of Wednesday afternoon"
1,Thursday,July,2021,6,33,Arizona,"At the last minute, manager Chris DeWolf told the paper he was shocked the couple couldn't get their lease back on the block so quickly"
22,Wednesday,December,2021,9,15,Waverly,"""Obviously someone at home, and especially a tenant, has been asking for help, but when I say that it makes me think of how terrible the situation is, but it makes me sad,"" DeWolf said"
29,Sunday,December,2019,0,42,Arizona,I’m going away for awhile
6,Wednesday,February,2019,21,7,Arizona,Wherever my car will take me
10,Saturday,April,2021,11,27,Waverly,West
1,Saturday,August,2020,6,31,Arizona,Soon
11,Thursday,July,2019,2,49,Therese,"And I thought, perhaps, you might like to come with me"
13,Wednesday,January,2021,12,31,Therese,"Would you? I could use you there, could I? No"
28,Thursday,March,2019,7,4,Therese,I would come—I know how hard this trip is but will I?—like this
1,Wednesday,May,2019,7,40,Bette Porter,I can't help it
27,Saturday,February,2021,1,44,Carol,"Yes, I like it"
14,Tuesday,December,2021,7,28,Waverly,"I like what it feels like to be up here on the edge of space, being alone"
24,Sunday,October,2021,2,41,Waverly,It keeps the way I've grown from being small and small; it makes me happy
10,Tuesday,September,2019,5,51,Arizona,But I want it
29,Thursday,April,2021,20,53,Carol,I want it so bad I want nobody to see anything but me
19,Friday,April,2019,5,19,Therese,I know I'm not the first person I've wanted to go to a place like this
4,Wednesday,September,2019,0,36,Bette Porter,"I know people are so cold, I am, but I love you"
7,Saturday,September,2019,7,52,Waverly,I'm not that kind of person
21,Wednesday,July,2021,21,50,Bette Porter,It just doesn't seem to work out in the way I wanted this way
20,Monday,January,2020,3,27,Bette Porter,"Perhaps you are going to stay here, but if it's for you too long, maybe everything is better"
30,Tuesday,November,2021,23,59,Waverly,I don't want you to come
4,Sunday,July,2021,13,19,Carol,I want it to be for everybody
4,Friday,October,2019,20,34,Carol,It is for this
6,Sunday,September,2020,13,42,Arizona,"You really have been with me, but there are people out there who see me differently"
1,Thursday,April,2021,15,7,Therese,They are not all that interested because they know it is just a long trip
23,Saturday,March,2019,5,21,Arizona,They are all too busy trying to forget what is really going on here—the other side
